S.N,Subject Name_ES,Password,BTE short name,Paper code,Group Name,Subject NameBTE,# Topics,# CLOs,CLO time,# PLOs,PLO Time,LABEL FORMULA,CLUSTER,CLUSTER
6,Analog and Digital Communication Systems,v2ldt-adcs,DLBTE,EX-330,DLBTE_EX-330,Principles of Communication Engineering,40,107,31,90,11,{ifingroup DLBTE_EX-330}This Course is designed according to the syllabus of 'EX-330: Principles of Communication Engineering' paper of DLBTE. This Course comprises of 40 Topics. 107 Outcomes are taught in approx 31 hours.{/ifingroup},"{ifingroup DLBTE_EX-330}This Course is designed according to the syllabus of 'EX-330: Principles of Communication Engineering' paper of DLBTE. This Course comprises of 40 Topics. 107 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup GJBTE_3331103}This Course is designed according to the syllabus of '3331103: Principles of Electronics Communication' paper of GJBTE. This Course comprises of 52 Topics. 146 Outcomes are taught in approx 39 hours.{/ifingroup}{ifingroup HRBTE_3.2}This Course is designed according to the syllabus of '3.2: Principles of Communication Engineering' paper of HRBTE. This Course comprises of 38 Topics. 102 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup MHBTE_22334}This Course is designed according to the syllabus of '22334: Principles of Electronics Communication' paper of MHBTE. This Course comprises of 49 Topics. 103 Outcomes are taught in approx 28 hours.{/ifingroup}{ifingroup MPBTE_404}This Course is designed according to the syllabus of '404: Communication Engineering' paper of MPBTE. This Course comprises of 49 Topics. 112 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup PBBTE_3.2}This Course is designed according to the syllabus of '3.2: Principles of Communication Engineering' paper of PBBTE. This Course comprises of 40 Topics. 107 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup RJBTE_EF-206}This Course is designed according to the syllabus of 'EF-206: Wave Propagation and Communication Engineering' paper of RJBTE. This Course comprises of 51 Topics. 107 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup 
RJBTE_EL-206}This Course is designed according to the syllabus of 'EL-206: Wave Propagation and Communication Engineering' paper of RJBTE. This Course comprises of 51 Topics. 107 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup UPBTE_4.5}This Course is designed according to the syllabus of '4.5: Principles of Communication Engineering' paper of UPBTE. This Course comprises of 56 Topics. 156 Outcomes are taught in approx 43 hours.{/ifingroup}{ifingroup WBBTE_ETCE-ECE-S4}This Course is designed according to the syllabus of 'ETCE-ECE-S4: Elementary Communication Engineering' paper of WBBTE. This Course comprises of 51 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_ETCE-ECE-S4}This Course is designed according to the syllabus of 'ETCE-ECE-S4: Elementary Communication Engineering' paper of WBBTE. This Course comprises of 51 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_EEE-ADC-S4}This Course is designed according to the syllabus of 'EEE-ADC-S4: Analog & Digital Communication' paper of WBBTE. This Course comprises of 51 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_4}This Course is designed according to the syllabus of '4: Electronic Communication Fundamentals' paper of WBBTE. This Course comprises of 54 Topics. 134 Outcomes are taught in approx 38 hours.{/ifingroup}{ifingroup GJBTE_3341102}This Course is designed according to the syllabus of '3341102: Digital Communication' paper of GJBTE. This Course comprises of 39 Topics. 90 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup HRBTE_5.2}This Course is designed according to the syllabus of '5.2: Digital Communication' paper of HRBTE. This Course comprises of 24 Topics. 57 Outcomes are taught in approx 16 hours.{/ifingroup}{ifingroup MHBTE_22428}This Course is designed according to the syllabus of '22428: Digital Communication Systems' paper of MHBTE. This Course comprises of 32 Topics. 88 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup RJBTE_EL-303}This Course is designed according to the syllabus of 'EL-303: Advance Communication System' paper of RJBTE. This Course comprises of 29 Topics. 66 Outcomes are taught in approx 18 hours.{/ifingroup}{ifingroup WBBTE_ETCE-DMCE-S5}This Course is designed according to the syllabus of 'ETCE-DMCE-S5: Digital and Microwave Communication Engineering' paper of WBBTE. This Course comprises of 40 Topics. 68 Outcomes are taught in approx 19 hours.{/ifingroup}",{ifingroup DLBTE_EX-330}This Course is designed according to the syllabus of 'EX-330: Principles of Communication Engineering' paper of DLBTE. This Course comprises of 40 Topics. 107 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup GJBTE_3331103}This Course is designed according to the syllabus of '3331103: Principles of Electronics Communication' paper of GJBTE. This Course comprises of 52 Topics. 146 Outcomes are taught in approx 39 hours.{/ifingroup}{ifingroup HRBTE_3.2}This Course is designed according to the syllabus of '3.2: Principles of Communication Engineering' paper of HRBTE. This Course comprises of 38 Topics. 102 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup MHBTE_22334}This Course is designed according to the syllabus of '22334: Principles of Electronics Communication' paper of MHBTE. This Course comprises of 49 Topics. 103 Outcomes are taught in approx 28 hours.{/ifingroup}{ifingroup MPBTE_404}This Course is designed according to the syllabus of '404: Communication Engineering' paper of MPBTE. This Course comprises of 49 Topics. 112 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup PBBTE_3.2}This Course is designed according to the syllabus of '3.2: Principles of Communication Engineering' paper of PBBTE. This Course comprises of 40 Topics. 107 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup RJBTE_EF-206}This Course is designed according to the syllabus of 'EF-206: Wave Propagation and Communication Engineering' paper of RJBTE. This Course comprises of 51 Topics. 107 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup RJBTE_EL-206}This Course is designed according to the syllabus of 'EL-206: Wave Propagation and Communication Engineering' paper of RJBTE. This Course comprises of 51 Topics. 107 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup UPBTE_4.5}This Course is designed according to the syllabus of '4.5: Principles of Communication Engineering' paper of UPBTE. This Course comprises of 56 Topics. 156 Outcomes are taught in approx 43 hours.{/ifingroup}{ifingroup WBBTE_ETCE-ECE-S4}This Course is designed according to the syllabus of 'ETCE-ECE-S4: Elementary Communication Engineering' paper of WBBTE. This Course comprises of 51 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_ETCE-ECE-S4}This Course is designed according to the syllabus of 'ETCE-ECE-S4: Elementary Communication Engineering' paper of WBBTE. This Course comprises of 51 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_EEE-ADC-S4}This Course is designed according to the syllabus of 'EEE-ADC-S4: Analog & Digital Communication' paper of WBBTE. This Course comprises of 51 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_4}This Course is designed according to the syllabus of '4: Electronic Communication Fundamentals' paper of WBBTE. This Course comprises of 54 Topics. 134 Outcomes are taught in approx 38 hours.{/ifingroup}{ifingroup GJBTE_3341102}This Course is designed according to the syllabus of '3341102: Digital Communication' paper of GJBTE. This Course comprises of 39 Topics. 90 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup HRBTE_5.2}This Course is designed according to the syllabus of '5.2: Digital Communication' paper of HRBTE. This Course comprises of 24 Topics. 57 Outcomes are taught in approx 16 hours.{/ifingroup}{ifingroup MHBTE_22428}This Course is designed according to the syllabus of '22428: Digital Communication Systems' paper of MHBTE. This Course comprises of 32 Topics. 88 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup RJBTE_EL-303}This Course is designed according to the syllabus of 'EL-303: Advance Communication System' paper of RJBTE. This Course comprises of 29 Topics. 66 Outcomes are taught in approx 18 hours.{/ifingroup}{ifingroup WBBTE_ETCE\DMCE\S5}This Course is designed according to the syllabus of 'ETCE\DMCE\S5: Digital and Microwave Communication Engineering' paper of WBBTE. This Course comprises of 40 Topics. 68 Outcomes are taught in approx 19 hours.{/ifingroup}
,,,GJBTE,3331103,GJBTE_3331103,Principles of Electronics Communication,52,146,39,117,14,{ifingroup GJBTE_3331103}This Course is designed according to the syllabus of '3331103: Principles of Electronics Communication' paper of GJBTE. This Course comprises of 52 Topics. 146 Outcomes are taught in approx 39 hours.{/ifingroup},,
,,,HRBTE,3.2,HRBTE_3.2,Principles of Communication Engineering,38,102,30,84,11,{ifingroup HRBTE_3.2}This Course is designed according to the syllabus of '3.2: Principles of Communication Engineering' paper of HRBTE. This Course comprises of 38 Topics. 102 Outcomes are taught in approx 30 hours.{/ifingroup},,
,,,MHBTE,22334,MHBTE_22334,Principles of Electronics Communication,49,103,28,83,10,{ifingroup MHBTE_22334}This Course is designed according to the syllabus of '22334: Principles of Electronics Communication' paper of MHBTE. This Course comprises of 49 Topics. 103 Outcomes are taught in approx 28 hours.{/ifingroup},,
,,,MPBTE,404,MPBTE_404,Communication Engineering,49,112,32,92,11,{ifingroup MPBTE_404}This Course is designed according to the syllabus of '404: Communication Engineering' paper of MPBTE. This Course comprises of 49 Topics. 112 Outcomes are taught in approx 32 hours.{/ifingroup},,
,,,PBBTE,3.2,PBBTE_3.2,Principles of Communication Engineering,40,107,31,90,11,{ifingroup PBBTE_3.2}This Course is designed according to the syllabus of '3.2: Principles of Communication Engineering' paper of PBBTE. This Course comprises of 40 Topics. 107 Outcomes are taught in approx 31 hours.{/ifingroup},,
,,,RJBTE,EF-206,RJBTE_EF-206,Wave Propagation and Communication Engineering,51,107,30,87,11,{ifingroup RJBTE_EF-206}This Course is designed according to the syllabus of 'EF-206: Wave Propagation and Communication Engineering' paper of RJBTE. This Course comprises of 51 Topics. 107 Outcomes are taught in approx 30 hours.{/ifingroup},,
,,,RJBTE,EL-206,"
RJBTE_EL-206",Wave Propagation and Communication Engineering,51,107,30,87,11,"{ifingroup 
RJBTE_EL-206}This Course is designed according to the syllabus of 'EL-206: Wave Propagation and Communication Engineering' paper of RJBTE. This Course comprises of 51 Topics. 107 Outcomes are taught in approx 30 hours.{/ifingroup}",,
,,,UPBTE,4.5,UPBTE_4.5,Principles of Communication Engineering,56,156,43,131,16,{ifingroup UPBTE_4.5}This Course is designed according to the syllabus of '4.5: Principles of Communication Engineering' paper of UPBTE. This Course comprises of 56 Topics. 156 Outcomes are taught in approx 43 hours.{/ifingroup},,
,,,WBBTE,ETCE-ECE-S4,WBBTE_ETCE-ECE-S4,Elementary Communication Engineering,51,120,35,103,13,{ifingroup WBBTE_ETCE-ECE-S4}This Course is designed according to the syllabus of 'ETCE-ECE-S4: Elementary Communication Engineering' paper of WBBTE. This Course comprises of 51 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup},,
,,,WBBTE,EEE-ADC-S4,WBBTE_EEE-ADC-S4,Analog & Digital Communication,51,120,35,103,13,{ifingroup WBBTE_EEE-ADC-S4}This Course is designed according to the syllabus of 'EEE-ADC-S4: Analog & Digital Communication' paper of WBBTE. This Course comprises of 51 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup},,
,,,WBBTE,4,WBBTE_4,Electronic Communication Fundamentals,54,134,38,111,13,{ifingroup WBBTE_4}This Course is designed according to the syllabus of '4: Electronic Communication Fundamentals' paper of WBBTE. This Course comprises of 54 Topics. 134 Outcomes are taught in approx 38 hours.{/ifingroup},,
,,,GJBTE,3341102,GJBTE_3341102,Digital Communication,39,90,26,85,11,{ifingroup GJBTE_3341102}This Course is designed according to the syllabus of '3341102: Digital Communication' paper of GJBTE. This Course comprises of 39 Topics. 90 Outcomes are taught in approx 26 hours.{/ifingroup},,
,,,HRBTE,5.2,HRBTE_5.2,Digital Communication,24,57,16,52,6,{ifingroup HRBTE_5.2}This Course is designed according to the syllabus of '5.2: Digital Communication' paper of HRBTE. This Course comprises of 24 Topics. 57 Outcomes are taught in approx 16 hours.{/ifingroup},,
,,,MHBTE,22428,MHBTE_22428,Digital Communication Systems,32,88,26,82,9,{ifingroup MHBTE_22428}This Course is designed according to the syllabus of '22428: Digital Communication Systems' paper of MHBTE. This Course comprises of 32 Topics. 88 Outcomes are taught in approx 26 hours.{/ifingroup},,
,,,RJBTE,EL-303,RJBTE_EL-303,Advance Communication System,29,66,18,62,8,{ifingroup RJBTE_EL-303}This Course is designed according to the syllabus of 'EL-303: Advance Communication System' paper of RJBTE. This Course comprises of 29 Topics. 66 Outcomes are taught in approx 18 hours.{/ifingroup},,
,,,WBBTE,ETCE-DMCE-S5,WBBTE_ETCE-DMCE-S5,Digital and Microwave Communication Engineering,40,68,19,59,7,{ifingroup WBBTE_ETCE-DMCE-S5}This Course is designed according to the syllabus of 'ETCE-DMCE-S5: Digital and Microwave Communication Engineering' paper of WBBTE. This Course comprises of 40 Topics. 68 Outcomes are taught in approx 19 hours.{/ifingroup},,
7,Electrical Machines,v2ldt-elecm,DLBTE,EE-432,DLBTE_EE-432,Electrical Machines - I,37,88,37,83,13,{ifingroup DLBTE_EE-432}This Course is designed according to the syllabus of 'EE-432: Electrical Machines - I' paper of DLBTE. This Course comprises of 37 Topics. 88 Outcomes are taught in approx 37 hours.{/ifingroup},{ifingroup DLBTE_EE-432}This Course is designed according to the syllabus of 'EE-432: Electrical Machines - I' paper of DLBTE. This Course comprises of 37 Topics. 88 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup DLBTE_ES-222}This Course is designed according to the syllabus of 'ES-222: Electrical Engineering' paper of DLBTE. This Course comprises of 68 Topics. 167 Outcomes are taught in approx 59 hours.{/ifingroup}{ifingroup GJBTE_3330902}This Course is designed according to the syllabus of '3330902: DC Machines and Transformers' paper of GJBTE. This Course comprises of 31 Topics. 66 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup HRBTE_4.1}This Course is designed according to the syllabus of '4.1: Electrical Machines - I' paper of HRBTE. This Course comprises of 32 Topics. 72 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup HRBTE_3.5}This Course is designed according to the syllabus of '3.5: Electrical Machines' paper of HRBTE. This Course comprises of 54 Topics. 133 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup MHBTE_22418}This Course is designed according to the syllabus of '22418: Electric Motors and Transformers' paper of MHBTE. This Course comprises of 36 Topics. 83 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup MPBTE_303}This Course is designed according to the syllabus of '303: Electrical Machines - I' paper of MPBTE. This Course comprises of 34 Topics. 76 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup MPBTE_305}This Course is designed according to the syllabus of '305: Electrical Machines - I' paper of MPBTE. This Course comprises of 34 Topics. 76 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup PBBTE_4.1}This Course is designed according to the syllabus of '4.1: Electrical Machines - I' paper of PBBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup PBBTE_3.5}This Course is designed according to the syllabus of '3.5: Electrical Machines' paper of PBBTE. This Course comprises of 54 Topics. 133 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup RJBTE_EE-206}This Course is designed according to the syllabus of 'EE-206: Electrical Machines - I' paper of RJBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup UPBTE_3.5}This Course is designed according to the syllabus of '3.5: Electrical Machines - I' paper of UPBTE. This Course comprises of 32 Topics. 72 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_EE-S3-EMI}This Course is designed according to the syllabus of 'EE-S3-EMI: Electrical Machine - I' paper of WBBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup WBBTE_EEE-EM1-S3}This Course is designed according to the syllabus of 'EEE-EM1-S3: Electrical Machine - 1' paper of WBBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup WBBTE_5}This Course is designed according to the syllabus of '5: Electrical Machine' paper of WBBTE. This Course comprises of 42 Topics. 100 Outcomes are taught in approx 40 hours.{/ifingroup}{ifingroup WBBTE_ETCE-EM-S3}This Course is designed according to the syllabus of 'ETCE-EM-S3: Electrical Machine' paper of WBBTE. This Course comprises of 26 Topics. 60 Outcomes are taught in approx 27 hours.{/ifingroup}{ifingroup DLBTE_EE-531}This Course is designed according to the syllabus of 'EE-531: Electrical Machines - II' paper of DLBTE. This Course comprises of 38 Topics. 84 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup GJBTE_3340901}This Course is designed according to the syllabus of '3340901: Polyphase Transformers and Rotating AC Machines' paper of GJBTE. This Course comprises of 39 Topics. 91 Outcomes are taught in approx 28 hours.{/ifingroup}{ifingroup HRBTE_5.1}This Course is designed according to the syllabus of '5.1: Electrical Machines - II' paper of HRBTE. This Course comprises of 40 Topics. 89 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup MHBTE_22523}This Course is designed according to the syllabus of '22523: Industrial AC Machines' paper of MHBTE. This Course comprises of 34 Topics. 79 Outcomes are taught in approx 22 hours.{/ifingroup}{ifingroup MPBTE_401}This Course is designed according to the syllabus of '401: Electrical Machines - II' paper of MPBTE. This Course comprises of 36 Topics. 81 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup PBBTE_5.1}This Course is designed according to the syllabus of '5.1: Electrical Machines - II' paper of PBBTE. This Course comprises of 21 Topics. 47 Outcomes are taught in approx 12 hours.{/ifingroup}{ifingroup RJBTE_EE-306}This Course is designed according to the syllabus of 'EE-306: Electrical Machines - II' paper of RJBTE. This Course comprises of 44 Topics. 92 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup UPBTE_5.4}This Course is designed according to the syllabus of '5.4: Electrical Machines - II' paper of UPBTE. This Course comprises of 40 Topics. 89 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup WBBTE_EE-S4-EM-II}This Course is designed according to the syllabus of 'EE-S4-EM-II: Electrical Machine – II' paper of WBBTE. This Course comprises of 39 Topics. 88 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup WBBTE_EEE-EM-S4}This Course is designed according to the syllabus of 'EEE-EM-S4: Electrical Machine – II' paper of WBBTE. This Course comprises of 39 Topics. 88 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup WBBTE_EEE-EM-S4}This Course is designed according to the syllabus of 'EEE-EM-S4: Electrical Machine – II' paper of WBBTE. This Course comprises of 39 Topics. 88 Outcomes are taught in approx 25 hours.{/ifingroup},{ifingroup DLBTE_EE-432}This Course is designed according to the syllabus of 'EE-432: Electrical Machines - I' paper of DLBTE. This Course comprises of 37 Topics. 88 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup DLBTE_ES-222}This Course is designed according to the syllabus of 'ES-222: Electrical Engineering' paper of DLBTE. This Course comprises of 68 Topics. 167 Outcomes are taught in approx 59 hours.{/ifingroup}{ifingroup GJBTE_3330902}This Course is designed according to the syllabus of '3330902: DC Machines and Transformers' paper of GJBTE. This Course comprises of 31 Topics. 66 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup HRBTE_4.1}This Course is designed according to the syllabus of '4.1: Electrical Machines - I' paper of HRBTE. This Course comprises of 32 Topics. 72 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup HRBTE_3.5}This Course is designed according to the syllabus of '3.5: Electrical Machines' paper of HRBTE. This Course comprises of 54 Topics. 133 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup MHBTE_22418}This Course is designed according to the syllabus of '22418: Electric Motors and Transformers' paper of MHBTE. This Course comprises of 36 Topics. 83 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup MPBTE_303}This Course is designed according to the syllabus of '303: Electrical Machines - I' paper of MPBTE. This Course comprises of 34 Topics. 76 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup MPBTE_305}This Course is designed according to the syllabus of '305: Electrical Machines - I' paper of MPBTE. This Course comprises of 34 Topics. 76 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup PBBTE_4.1}This Course is designed according to the syllabus of '4.1: Electrical Machines - I' paper of PBBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup PBBTE_3.5}This Course is designed according to the syllabus of '3.5: Electrical Machines' paper of PBBTE. This Course comprises of 54 Topics. 133 Outcomes are taught in approx 45 hours.{/ifingroup}{ifingroup RJBTE_EE-206}This Course is designed according to the syllabus of 'EE-206: Electrical Machines - I' paper of RJBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 31 hours.{/ifingroup}{ifingroup UPBTE_3.5}This Course is designed according to the syllabus of '3.5: Electrical Machines - I' paper of UPBTE. This Course comprises of 32 Topics. 72 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_EE-S3-EMI}This Course is designed according to the syllabus of 'EE-S3-EMI: Electrical Machine - I' paper of WBBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup WBBTE_EEE-EM1-S3}This Course is designed according to the syllabus of 'EEE-EM1-S3: Electrical Machine - 1' paper of WBBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 32 hours.{/ifingroup}{ifingroup WBBTE_5}This Course is designed according to the syllabus of '5: Electrical Machine' paper of WBBTE. This Course comprises of 42 Topics. 100 Outcomes are taught in approx 40 hours.{/ifingroup}{ifingroup WBBTE_ETCE-EM-S3}This Course is designed according to the syllabus of 'ETCE-EM-S3: Electrical Machine' paper of WBBTE. This Course comprises of 26 Topics. 60 Outcomes are taught in approx 27 hours.{/ifingroup}{ifingroup DLBTE_EE-531}This Course is designed according to the syllabus of 'EE-531: Electrical Machines - II' paper of DLBTE. This Course comprises of 38 Topics. 84 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup GJBTE_3340901}This Course is designed according to the syllabus of '3340901: Polyphase Transformers and Rotating AC Machines' paper of GJBTE. This Course comprises of 39 Topics. 91 Outcomes are taught in approx 28 hours.{/ifingroup}{ifingroup HRBTE_5.1}This Course is designed according to the syllabus of '5.1: Electrical Machines - II' paper of HRBTE. This Course comprises of 40 Topics. 89 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup MHBTE_22523}This Course is designed according to the syllabus of '22523: Industrial AC Machines' paper of MHBTE. This Course comprises of 34 Topics. 79 Outcomes are taught in approx 22 hours.{/ifingroup}{ifingroup MPBTE_401}This Course is designed according to the syllabus of '401: Electrical Machines - II' paper of MPBTE. This Course comprises of 36 Topics. 81 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup PBBTE_5.1}This Course is designed according to the syllabus of '5.1: Electrical Machines - II' paper of PBBTE. This Course comprises of 21 Topics. 47 Outcomes are taught in approx 12 hours.{/ifingroup}{ifingroup RJBTE_EE-306}This Course is designed according to the syllabus of 'EE-306: Electrical Machines - II' paper of RJBTE. This Course comprises of 44 Topics. 92 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup UPBTE_5.4}This Course is designed according to the syllabus of '5.4: Electrical Machines - II' paper of UPBTE. This Course comprises of 40 Topics. 89 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup WBBTE_EE-S4-EM-II}This Course is designed according to the syllabus of 'EE-S4-EM-II: Electrical Machine – II' paper of WBBTE. This Course comprises of 39 Topics. 88 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup WBBTE_EEE-EM-S4}This Course is designed according to the syllabus of 'EEE-EM-S4: Electrical Machine – II' paper of WBBTE. This Course comprises of 39 Topics. 88 Outcomes are taught in approx 25 hours.{/ifingroup}{ifingroup WBBTE_EEE-EM-S4}This Course is designed according to the syllabus of 'EEE-EM-S4: Electrical Machine – II' paper of WBBTE. This Course comprises of 39 Topics. 88 Outcomes are taught in approx 25 hours.{/ifingroup}
,,,DLBTE,ES-222,DLBTE_ES-222,Electrical Engineering,68,167,59,169,23,{ifingroup DLBTE_ES-222}This Course is designed according to the syllabus of 'ES-222: Electrical Engineering' paper of DLBTE. This Course comprises of 68 Topics. 167 Outcomes are taught in approx 59 hours.{/ifingroup},,
,,,GJBTE,3330902,GJBTE_3330902,DC Machines and Transformers,31,66,33,69,10,{ifingroup GJBTE_3330902}This Course is designed according to the syllabus of '3330902: DC Machines and Transformers' paper of GJBTE. This Course comprises of 31 Topics. 66 Outcomes are taught in approx 33 hours.{/ifingroup},,
,,,HRBTE,4.1,HRBTE_4.1,Electrical Machines - I,32,72,35,71,11,{ifingroup HRBTE_4.1}This Course is designed according to the syllabus of '4.1: Electrical Machines - I' paper of HRBTE. This Course comprises of 32 Topics. 72 Outcomes are taught in approx 35 hours.{/ifingroup},,
,,,HRBTE,3.5,HRBTE_3.5,Electrical Machines,54,133,45,131,17,{ifingroup HRBTE_3.5}This Course is designed according to the syllabus of '3.5: Electrical Machines' paper of HRBTE. This Course comprises of 54 Topics. 133 Outcomes are taught in approx 45 hours.{/ifingroup},,
,,,MHBTE,22418,MHBTE_22418,Electric Motors and Transformers,36,83,33,70,11,{ifingroup MHBTE_22418}This Course is designed according to the syllabus of '22418: Electric Motors and Transformers' paper of MHBTE. This Course comprises of 36 Topics. 83 Outcomes are taught in approx 33 hours.{/ifingroup},,
,,,MPBTE,303,MPBTE_303,Electrical Machines - I,34,76,36,77,12,{ifingroup MPBTE_303}This Course is designed according to the syllabus of '303: Electrical Machines - I' paper of MPBTE. This Course comprises of 34 Topics. 76 Outcomes are taught in approx 36 hours.{/ifingroup},,
,,,MPBTE,305,MPBTE_305,Electrical Machines - I,34,76,36,77,12,{ifingroup MPBTE_305}This Course is designed according to the syllabus of '305: Electrical Machines - I' paper of MPBTE. This Course comprises of 34 Topics. 76 Outcomes are taught in approx 36 hours.{/ifingroup},,
,,,PBBTE,4.1,PBBTE_4.1,Electrical Machines - I,28,66,32,63,10,{ifingroup PBBTE_4.1}This Course is designed according to the syllabus of '4.1: Electrical Machines - I' paper of PBBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 32 hours.{/ifingroup},,
,,,PBBTE,3.5,PBBTE_3.5,Electrical Machines,54,133,45,131,17,{ifingroup PBBTE_3.5}This Course is designed according to the syllabus of '3.5: Electrical Machines' paper of PBBTE. This Course comprises of 54 Topics. 133 Outcomes are taught in approx 45 hours.{/ifingroup},,
,,,RJBTE,EE-206,RJBTE_EE-206,Electrical Machines - I,28,66,31,62,10,{ifingroup RJBTE_EE-206}This Course is designed according to the syllabus of 'EE-206: Electrical Machines - I' paper of RJBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 31 hours.{/ifingroup},,
,,,UPBTE,3.5,UPBTE_3.5,Electrical Machines - I,32,72,35,71,11,{ifingroup UPBTE_3.5}This Course is designed according to the syllabus of '3.5: Electrical Machines - I' paper of UPBTE. This Course comprises of 32 Topics. 72 Outcomes are taught in approx 35 hours.{/ifingroup},,
,,,WBBTE,EE-S3-EMI,WBBTE_EE-S3-EMI,Electrical Machine - I,28,66,32,63,10,{ifingroup WBBTE_EE-S3-EMI}This Course is designed according to the syllabus of 'EE-S3-EMI: Electrical Machine - I' paper of WBBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 32 hours.{/ifingroup},,
,,,WBBTE,EEE-EM1-S3,WBBTE_EEE-EM1-S3,Electrical Machine - 1,28,66,32,63,10,{ifingroup WBBTE_EEE-EM1-S3}This Course is designed according to the syllabus of 'EEE-EM1-S3: Electrical Machine - 1' paper of WBBTE. This Course comprises of 28 Topics. 66 Outcomes are taught in approx 32 hours.{/ifingroup},,
,,,WBBTE,5,WBBTE_5,Electrical Machine,42,100,40,98,14,{ifingroup WBBTE_5}This Course is designed according to the syllabus of '5: Electrical Machine' paper of WBBTE. This Course comprises of 42 Topics. 100 Outcomes are taught in approx 40 hours.{/ifingroup},,
